ID,Adikaram,Agapporul,Athigaram,Thurai,Thuraivilakkam,Kolu,Thelivurai,Moolam1,Moolam2,Moolam3,Moolam4,Patham1,Patham2,Patham3,Patham4
31,2,களவு,பாங்கற் கூட்டம்,குறிவழிச் சேறல்,,அறைகழல் அண்ணல் அருளின வழியேநிறையுடைப் பாங்கன் நினைவொடு சென்றது.," கொடிய காற்றால் அழகிய மலைகள் ஏழும் பூமிகள் ஏழும், அழகு அழிக்கின்ற ஊழியிறுதிக் காலத்தும் அன்றும் தனக்கொருற பயமில்லாதவன் ஒருவனை அவனும் நடுங்குவதாக அசைகின்ற இடையினையுடைய விடத்தைக் கான்று கொண்டிருக்கிற வேல் போன்ற கண்களை உடையவள் நிற்பள் கொல்லோ? (என்கிற ஐயத்தாலே நில்லாளோ என்றும் படும்) திருஅம்பல நாதனுடைய மலையில் பெருங்கார் தங்குகிற பெரிதாகி நீண்ட பொழிலின் நிழலுடைத்தாகிய அழகிய குளிர்ந்த புனத்து இடத்தே நிற்பாளோ நில்லாளோ என்ற ஐயத்தில் போனான்.",கொடுங்கால் குலவரை ஏழ்ஏழ் பொழில்எழில் குன்றும்அன்றும்,நடுங்கா தவனை நடுங்க நுடங்கு நடுவுடைய,விடங்கால் அயிற்கண்ணி மேவுங்கொ லாம்தில்லை ஈசன் வெற்பில்,தடங்கார் தருபெரு வான்பொழில் நீழலம் தண்புனத்தே. . 35,கொடுங்கால் குலவரை ஏழ்ஏழ் பொழில்எழில் குன்றும்அன்றும்,நடுங்கா தவனை நடுங்க நுடங்கு நடுவுடைய,விடங்கால் அயிற்கண்ணி மேவுங்கொ லாம்தில்லை ஈசன் வெற்பில்,தடங்கார் தருபெரு வான்பொழில் நீழலம் தண்புனத்தே. . 35
32,2,களவு,பாங்கற் கூட்டம்,குறிவழிக்காண்டல்,,குளிர்வரை நாடன் குறிவழிச் சென்றுதளிர்புரை மெல்லடித் தையலைக் கண்டது," அவன் சொன்ன மாவடு ஒத்த கண்களும் இவையே. வஞ்சிக் கொம்பைத் தோற்கச் செய்த இடையின் அழகும் இதுவே. வாயானது பவளம் போலும் துடிக்கின்றது. நாயகன் சொன்னபடியா இருந்தது. நான் பற்றிவிடாத திருவடியாகிய பெரிய மலர்களையுடைய சுவாமி அவனைத் தேவர்கள் வணங்குகின்ற திருஅம்பலத்தை. அது. எய்துவான். இவளே, தாழ்ந்த வார்த்தையினை உடையாளும் இவளே ஆக வேண்டும். (பழைய உரை சிதைந்துள்ளது).",வடிக்கண் இவைவஞ்சி அஞ்சும் இடைஇது வாய்பவளம்,துடிக்கின்ற வாவெற்பன் சொற்பரி சேயான் தொடர்ந்துவிடா,அடிச்சந்த மாமலர் அண்ணல்விண் ணோர்வணங்(கு) அம்பலம்போல்,படிச்சந் தமும்இது வேஇவ ளேஅப் பணிமொழியே. .. 36,வடிக்கண் இவைவஞ்சி அஞ்சும் இடைஇது வாய்பவளம்,துடிக்கின்ற வாவெற்பன் சொற்பரி சேயான் தொடர்ந்துவிடா,அடிச்சந்த மாமலர் அண்ணல்விண் ணோர்வணங்(கு) அம்பலம்போல்,படிச்சந் தமும்இது வேஇவ ளேஅப் பணிமொழியே. .. 36
33,2,களவு,பாங்கற் கூட்டம்,தலைவனை வியந்துரைத்தல்,,நயந்த உருவும் நலனும் கண்டுவியந்த வனையே மிகுத்துரைத்தது.," நீலப் பூவை ஒத்த திருமிடற்றையுடைய திருஅம்பலநாதன் அவனுடைய திருவீரக் கழல் ஆரவாரிக்கின்ற சீபாதங்களை யொத்த தாமரைப் பூவில் உயர்ச்சியுடைய சீதேவியைப் பயப்படும்படி நின்று அடிமை கொண்ட அவயவங்களை உடைய இவளைப் பார்த்து இவ்விடத்தே நின்று அவளை அச்சொல் ஆற்றிவந்து நான் கழறவும், எவ்வளவு மறுத்துச் சொன்ன, வேண்டிய கவளம் கொள்ளுகிற யானையையுடைய நாயகனே, இந்தக் கடல் சூழ்ந்த புவியில் திட நெஞ்சன் அவனேயாய் இருந்தான் (என்றுபடும்).",குவளைக்களத்(து)அம் பலவன் குரைகழல் போற்கமலத்,தவளைப் பயங்கர மாகநின்(று) ஆண்ட அவயவத்தின்,இவளைக்கண்(டு) இங்குநின்(று) அங்குவந்(து) அத்துனை யும்பகர்ந்த,கவளக் களிற்றண்ண லேதிண்ணி யான்இக் கடலிடத்தே. .. 37,குவளைக்களத்(து)அம் பலவன் குரைகழல் போற்கமலத்,தவளைப் பயங்கர மாகநின்(று) ஆண்ட அவயவத்தின்,இவளைக்கண்(டு) இங்குநின்(று) அங்குவந்(து) அத்துனை யும்பகர்ந்த,கவளக் களிற்றண்ண லேதிண்ணி யான்இக் கடலிடத்தே. .. 37
34,2,களவு,பாங்கற் கூட்டம்,கண்டமை கூறல்,,பிடிமிசை வைத்துப் பேதையது நிலைமைஅடுதிறல் அண்ணற்கு அறிய உரைத்தது.," படம் மிக்க பாம்பைத் திரு அரைநாணாகவுடைய திருஅம்பல நாதருடைய சோலையாற் பசுத்துப் பொலிவினையுடைய கயிலை மலையில் தன்னுடனே கூடி ஆங்கு அகன்ற, பொருதல் இயல்பினையுடைய களிற்று யானையை நினைந்து, புனத்தின் ஒரு பக்கத்தே, மணமிகுந்த பொழிலிடத்தே மாவடு வகிரை யொத்த கண்களால் பார்க்கப் பார்த்து, ஒரு மடப்பிடி யானை வாயில் நிணமிக்குக் கொலைக் தொழிலால் சிறந்த வேலினை உடையவனே ! நிற்கக் கண்டேன் காண். எனவே அவ்விடத்து ஏறச் செல்க என்று படும்.",பணந்தாழ் அரவரைச் சிற்றம் பலவர்பைம் பொற்கயிலைப்,புணர்ந்தாங்(கு) அகன்ற பொருகரி யுன்னிப் புனத்தயலே,மணந்தாழ் பொழிற்கண் வடிக்கண் பரப்பி மடப்பிடிவாய்,நிணந்தாழ் சுடரிலை வேல்கண் டேன்ஒன்று நின்றதுவே. .. 38,பணந்தாழ் அரவரைச் சிற்றம் பலவர்பைம் பொற்கயிலைப்,புணர்ந்தாங்(கு) அகன்ற பொருகரி யுன்னிப் புனத்தயலே,மணந்தாழ் பொழிற்கண் வடிக்கண் பரப்பி மடப்பிடிவாய்,நிணந்தாழ் சுடரிலை வேல்கண் டேன்ஒன்று நின்றதுவே. .. 38
35,2,களவு,பாங்கற் கூட்டம்,செவ்வி செப்பல்,,அற்புதன் கைலை மற்பொலி சிலம்பற்குஅவ்வுரு கண்டவன் செவ்வி செப்பியது.," கயல், கமலம், பவளம், முத்தம், செப்பு, புயல் இவை முறையே கண், முகம், வாய், பல், தனம், கூந்தல் இவற்றைக் குறித்தன.",கயலுள வேகம லத்தவர் மீது கனிபவளத்(து),அயலுள வேமுத்தம் ஒத்த நிரைஅரன் அம்பலத்தின்,இயலுள வேபிணைச் செப்புவெற் பாநின(து) ஈர்ங்கொடிமேல்,புயலுள வேமலர் சூழ்ந்திருள் தூங்கிப் புரள்வனவே. .. 37,கயலுள வேகம லத்தவர் மீது கனிபவளத்(து),அயலுள வேமுத்தம் ஒத்த நிரைஅரன் அம்பலத்தின்,இயலுள வேபிணைச் செப்புவெற் பாநின(து) ஈர்ங்கொடிமேல்,புயலுள வேமலர் சூழ்ந்திருள் தூங்கிப் புரள்வனவே. .. 37
36,2,களவு,பாங்கற் கூட்டம்,அவ்விடத்து ஏகல்,,அரிவையது நிலைமை அறிந்தவன் உரைப்பஎரிகதிர் வேலோன் ஏகியது.," மதிற்சாதிகள் மூன்றையும் (திரிபுரங்கள்) மிகுந்த தீயை அவை எய்தும்படி எய்தவனுடைய சிதம்பரம் போன்று வார்த்தையால் குயிலை ஒத்துக் கொவ்வைக் கனிபோன்ற வாயிலே மதுரமாகிய முத்தை (பல்) நிரைத்துக் கூரிதாகிய அழகிய வேலினைக் கமலத்தின்மேலே கிடத்தி அன்னம் போல் நடக்கிற சாயலால் மயிலை ஒப்பாளைக் கண்டாயாகில், அவளே என்னுடைய நிலை பெற்ற உயிர் ஆகும்.",எயிற்குலம் முன்(று)இரும் தீஎய்த எய்தவன் தில்லையத்துக்,குயிற்குலம் கொண்டுதொண் டைக்கனி வாய்க்குளிர் முத்தம்நிரைத்(து),அயிற்குல வேல்கம லத்திற் கிடத்தி அனம்நடக்கும்,மயிற்குலம் கண்டதுண் டேல்அது என்னுடை மன்னுயிரே. .. 36,எயிற்குலம் முன்(று)இரும் தீஎய்த எய்தவன் தில்லையத்துக்,குயிற்குலம் கொண்டுதொண் டைக்கனி வாய்க்குளிர் முத்தம்நிரைத்(து),அயிற்குல வேல்கம லத்திற் கிடத்தி அனம்நடக்கும்,மயிற்குலம் கண்டதுண் டேல்அது என்னுடை மன்னுயிரே. .. 36
37,2,களவு,பாங்கற் கூட்டம்,மின்னிடை மெலிதல்,,மன்னனை நினைந்து மின்னிடை மெலிந்தது.," என் ஆருயிரை ஒப்பாய் ! கவலேல், நாம் நம்மிற் பிரியோம் காண் என்று தலையளி செய்து இப்போது ஒளித்துப் போன அருஞ்சுரத்தில் நீர் வேட்டற்கு உதவும் தாமரைத் தடாகம் போன்றவர், என்பேரில் மிகுந்த ஆசை உடையவராய் என்னுடைய காரணமாக நெஞ்சழிந்து என்னுடைய உயிர்த் தோழிமார்கள் நிலைபெற்று விளையாடுகின்ற இடத்தில் செல்வரோ ? இங்கே வருவாரோ?",ஆவியன் னாய்கவ லேல்அக லேம்என்(று) அளித்தொளித்த,ஆவியன் னார்மிக் கவாயின ராய்க்கெழு மற்(கு)அழிவுற்(று),ஆவியன் னார்மன்னி ஆடிடம் சேர்வர்கொல் அம்பலத்தெம்,ஆவியன் னான்பயி லுங்கயி லாயத்(து) அருவரையே. .. 37,ஆவியன் னாய்கவ லேல்அக லேம்என்(று) அளித்தொளித்த,ஆவியன் னார்மிக் கவாயின ராய்க்கெழு மற்(கு)அழிவுற்(று),ஆவியன் னார்மன்னி ஆடிடம் சேர்வர்கொல் அம்பலத்தெம்,ஆவியன் னான்பயி லுங்கயி லாயத்(து) அருவரையே. .. 37
38,2,களவு,பாங்கற் கூட்டம்,பொழில்கண்டு மகிழ்தல்,,மணங்கமழ் பொழிலின் வடிவுகண்(டு)அணங்கென நினைந்(து) அயர்வு நீங்கியது.," வேய் இணைந்து நிற்றலால் தோள்களை ஒத்தும் களிப்பையுடைய கரிய மயில்களால் சாயலை ஒத்தும், ஒளியுடைத்தாகிய நீல மணிகளால் கூந்தலை ஒத்தும், இளமான் நோக்கத்தால் விழியை ஒத்தும், (இருத்தலானும்) வல்லிசாதத்தின் இடமாதல் இடை நுடங்கலானும், நிலைபெற்ற புலியூர்த் திருஅம்பலவன் பாம்பைத் தன் குழையாபரணமாகக் கொண்டவனுடைய கயிலாயத்தில் இவள் வாழ்கின்ற புனமும் தேனை உடைத்தாகிய மாலையினை அணிந்த நீண்ட குழலையுடையவள் என்னும்படி தோன்ற என் மனத்தை இன்புறுத்தா நின்றது. ",காம்பிணை யால்களி மாமயி லால்கதிர் மாமணியால்,வாம்பிணை யால்வல்லி ஒல்குத லான்மன்னும் அம்பலவன்,பாம்பிணை யாக்குழை கொண்டோன் கயிலைப் பயில்புனமும்,தேம்பிணை வார்குழ லாளெனத் தோன்றும்என் சிந்தனைக்கே. .. 38,காம்பிணை யால்களி மாமயி லால்கதிர் மாமணியால்,வாம்பிணை யால்வல்லி ஒல்குத லான்மன்னும் அம்பலவன்,பாம்பிணை யாக்குழை கொண்டோன் கயிலைப் பயில்புனமும்,தேம்பிணை வார்குழ லாளெனத் தோன்றும்என் சிந்தனைக்கே. .. 38
39,2,களவு,பாங்கற் கூட்டம்,உயிரென வியத்தல்,,வெறியுறு பொழிலின் வியன்பொ தும்பரின்நெறியுறு குழலி நிலைமை கண்டது.," நேற்று உள்ள மகிழ்ச்சியை உடைத்தாய் என்னைக் கூடி, பின் நேயம் இல்லது போல என்நெஞ்சு உடையும்வண்ணம் நீங்கிப் போய், ஆயத்தின் கண்ணதாய் இன்பத்தைச் செய்தலின் அமிர்தமாய், துன்பத்தைச் செய்தலின் அணங்காய், புலப்பாட்டான் அரனது அம்பலம் போலும் ஒளியை உடைத்தாய், புலப்படாது வந்து என் சிந்தைக் கண்ணதாய், ஆராயின் பெரிதும் மாயத்தை உடைத்தாய் வந்து நின்றது இதுவோ எனது மன்னுயிர்.",நேயத்த தாய்நென்னல் என்னைப் புணர்ந்துநெஞ் சம்நெகப்போய்,ஆயத்த தாய் அமிழ் தாய்அணங் காய்அரன் அம்பலம்போல்,தேயத்த தாய்என்றன் சிந்தைய தாய்த்தெரி யிற்பெரிது,மாயத்த தாகி இதோவந்து நின்ற(து)என் மன்னுயிரே. .. 39,நேயத்த தாய்நென்னல் என்னைப் புணர்ந்துநெஞ் சம்நெகப்போய்,ஆயத்த தாய் அமிழ் தாய்அணங் காய்அரன் அம்பலம்போல்,தேயத்த தாய்என்றன் சிந்தைய தாய்த்தெரி யிற்பெரிது,மாயத்த தாகி இதோவந்து நின்ற(து)என் மன்னுயிரே. .. 39
40,2,களவு,பாங்கற் கூட்டம்,தளர்வு அகன்று உரைத்தல்,,பனிமதி நுதலியைப் பைம்பொ ழிலிடைத்தனிநிலை கண்டு தளர்வகன்(று) உரைத்தது., அல்லி பரந்த பூக்களைக் கொய்யார் பாங்கிமார் அழகிய கைகளைக் கூப்ப நின்று ஒளியும் அழகும் உடைய பந்து அடிக்கிறார் இல்லை. சுனையில் நீர் குடைந்து விளையாடுகிறார் இல்லை. பூக்கள் பரந்த கற்பகம் உடைத்தாகிய தெய்வலோகம் இவர் போதுகையினாலே அழகு அழியத் தம்முடைய பொலிவு பெற்ற அடிகள் நிலத்தில் பரவித் திருஅம்பலநாதன் திருமலைக்கே வந்து தங்குவதற்கு இவர் பண்ணப் புகுகின்ற தவம் எதுதான் என்ன எல்லாத் தவமும் முடித்தன்றோ?,தாதிவர் போதுகொய் யார்தைய லார்அங்கை கூப்பநின்று,சோதி வரிப்பந்(து) அடியார் கனைப்புனல் ஆடல்செய்யார்,போதிவர் கற்பக நாடுபுல் வென்னத்தம் பொன்அடிப்பாய்,யாதிவர் மாதவம் அம்பலத் தான்மலை எய்துதற்கே. .. 40,தாதிவர் போதுகொய் யார்தைய லார்அங்கை கூப்பநின்று,சோதி வரிப்பந்(து) அடியார் கனைப்புனல் ஆடல்செய்யார்,போதிவர் கற்பக நாடுபுல் வென்னத்தம் பொன்அடிப்பாய்,யாதிவர் மாதவம் அம்பலத் தான்மலை எய்துதற்கே. .. 40
41,2,களவு,பாங்கற் கூட்டம்,மொழிபெற வருந்தல்,,கூடற்(கு) அரிதென வாடி யுரைத்தது," நீல மலர் நின்று ஒளி செய்கின்ற திருமிடற்றை உடையவர் அவருடைய வளமுடைய தில்லையில் இடமார்ந்த செந்தாமரைப் பூவிலுள்ள சீதேவி என்றே எனக்கு ஐயம் செல்லாநின்றது. அல்ல என்னும் இடம் அறியும்படி சிறிதாகினும், மான் நோக்கத்தால் இயன்றாற் போலவே பார்க்கின்ற பார்வையினை உடையாய் ! உன் வாயால் ஒரு வார்த்தை சொல்லாத பொழுது என் உயிர் அல்லதே. எனக்கு இன்பமும் துன்பமும் ஒருக்காலே செய்தலால் அமுதத்தையும் வருத்தத்தையும் ஒப்பாய். இப்பொழுது அழிகின்றது என் உயிரன்றோ ?",காவிநின்(று) ஏர்தரு கண்டர்வண் தில்லைக்கண் ணார்கமலத்,தேவிஎன் றேஐயம் சென்ற(து)அன் றேஅறி யச்சிறிது,மாவியன் றன்னமென் னோக்கிநின் வாய்திற வாவிடின்என்,ஆவியன் றேஅமிழ் தேஅணங் கேஇன்(று) அழிகின்றதே. .. 41,காவிநின்(று) ஏர்தரு கண்டர்வண் தில்லைக்கண் ணார்கமலத்,தேவிஎன் றேஐயம் சென்ற(து)அன் றேஅறி யச்சிறிது,மாவியன் றன்னமென் னோக்கிநின் வாய்திற வாவிடின்என்,ஆவியன் றேஅமிழ் தேஅணங் கேஇன்(று) அழிகின்றதே. .. 41
42,2,களவு,பாங்கற் கூட்டம்,நாணிக் கண் புதைத்தல்,,ஆயிடைத் தனிநின்(று) ஆற்றா(து) அழிந்துவேயுடைத் தோளியோர் மென்கொடி மறைந்தது.," பூமியைத் தாவி அளந்த புரு÷ஷாத்தமன், அவன் நம்மால் வணங்கப்படுவான் ஒருவன் என்று அறிந்து வணங்குகிற திருஅம்பலத்தின் மாறுபாடு உடைய இடங்களிலே தாவிச் செல்லுகிற இடபத்தினையுடைய முதலியாரைத் தொழாதவரைப் போல கிலேசத்துக்கு ஒரு கொள்கலமாய் விசனப்படும் இடத்துச் சென்று என்னுடைய உயிரானது கிலேசியாத படி நான் ஒதுங்கும்படி எனக்குப் புகலிடம் தருவாயாக, பொழிலிடத்தே அழகு வாய்க்கப் பூத்த வல்லிசாதமே !",அகலிடம் தாவிய வானோன் அறிந்திறைஞ்(சு) அம்பலத்தின்,இகலிடம் தாவிடை ஈசன் தொழாரின்இன் னற்கிடமாய்,உகலிடம் தான்சென்(று) எனதுயிர் நையா வகையதுங்கப்,புகலிடம் தாபொழில் வாய்எழில் வாய்தரு பூங்கொடியே. .. 42,அகலிடம் தாவிய வானோன் அறிந்திறைஞ்(சு) அம்பலத்தின்,இகலிடம் தாவிடை ஈசன் தொழாரின்இன் னற்கிடமாய்,உகலிடம் தான்சென்(று) எனதுயிர் நையா வகையதுங்கப்,புகலிடம் தாபொழில் வாய்எழில் வாய்தரு பூங்கொடியே. .. 42
43,2,களவு,பாங்கற் கூட்டம்,கண் புதைக்க வருந்தல்,,வேல்தருங் கண்ணினை மிளிர்வன அன்றுநின்கூற்றரு மேனியே கூற்றெனக்(கு) என்றது., தன்னை வந்து வணங்கினவர்கள் தலையினைத் தன்னுடைய திருவடி நிழலிலே வைத்த அவர்களுக்குத் தேவர்களைப் பரிவாரமாகச் செய்தவன் திருவம்பலம் தொழாதவர்களைப் போல மனம் நடுங்க (போழும்வண்ணம் செய்யாமல்) கூரிய வேல் போன்ற கண்களை மூடிக்கொண்ட பொன்னை ஒப்பாய். நான் பிழைக்கும்படி செய்தாய். ஒளி சிறந்த வெற்றியினை யுடையாய் ! என் மனம் நடுங்காமல் செய்ய வேண்டியிருந்தால் மேனி முழுதும் புதைப்பாயாக.,தாழச்செய் தார்முடி தன்னடிக் கீழ்வைத் தவரைவிண்ணோர்,சூழச்செய் தான்அம் பலங்கை தொழாரின்உள் ளந்துளங்கப்,போழச்செய் யாமல்வை வேற்கண் புதைத்துப்பொன் னேஎன்னைநீ,வாழச்செய் தாய்கற்று முற்றும் புதைநின்னை வாணுதலே. .. 43,தாழச்செய் தார்முடி தன்னடிக் கீழ்வைத் தவரைவிண்ணோர்,சூழச்செய் தான்அம் பலங்கை தொழாரின்உள் ளந்துளங்கப்,போழச்செய் யாமல்வை வேற்கண் புதைத்துப்பொன் னேஎன்னைநீ,வாழச்செய் தாய்கற்று முற்றும் புதைநின்னை வாணுதலே. .. 43
44,2,களவு,பாங்கற் கூட்டம்,நாண்விட வருந்தல்,,ஆங்ங னம்கண்டு ஆற்றா ளாகிநீங்கின நாணொடு நேரிழை நின்றது. ," நிறம் உடைத்தாகிய செவ்வி மலர் உடைத்தாகிய சோலை சூழப்பட்ட பெரும்பற்றப்புலியூரில் கூத்தனாகிய முதலியாரை வாழ்த்தாதாரைப் போல, மேல்வரும் நாட்கள் இங்ஙனே நாணழியப் பெறாது ஒழிவேனாக. மற்றும் என் கண்ணினுள் சோதிபோன்று ஒருநாளும் என்னை விட்டு நீங்காமல் என் உயிர் போலப் பின்னமறப் பழகி நான் வளரத் தான் வளர்ந்த பெறுதற்கரிய நாணமானது அழியத்தக்க அக்கினியைச் சேர்ந்த மெழுகைப் போல உருகி அழியாநின்றது.",குருநாண் மலர்ப்பொழில் சூழ்தில்லைக் கூத்தனை ஏத்தலர்போல்,வருநாள் பிறவற்க வாழியரோ மற்றென் கண்மணிபோன்(று),ஒருநாள் பிரியா(து) உயிரின் பழகி யுடன்வளர்ந்த,அருநாண் அளிய அழல்சேர் மெழுகொத்(து) அழிகின்றதே. .. 44,குருநாண் மலர்ப்பொழில் சூழ்தில்லைக் கூத்தனை ஏத்தலர்போல்,வருநாள் பிறவற்க வாழியரோ மற்றென் கண்மணிபோன்(று),ஒருநாள் பிரியா(து) உயிரின் பழகி யுடன்வளர்ந்த,அருநாண் அளிய அழல்சேர் மெழுகொத்(து) அழிகின்றதே. .. 44
45,2,களவு,பாங்கற் கூட்டம்,மருங்கணைதல்,,ஒளிதிகழ் வார்குழல் அளிகுலம் விலக்கிக்கருங்களிற் றண்ணல் மருங்க ணைந்தது.," அழகிய தனிக் கொம்பின் உச்சியில் நெறியிருந்து அடிக்கொம்பை வெட்டுகிறவருடைய அந்தச் செய்தி போன்று இருந்த தனங்களும் இவையிற்றைத் தெளிவிக்கப் போந்தோம் இல்லை. முதலியாருடைய திருவம்பலத்தை யொப்பவள் நூல் போன்ற இடையின் கனமில்லாதலை விசாரியாதே அற்புதத் தேனின் இச்சையால், சாலவும் தகாது காணும் வண்டுகாள் ! கொண்டையிலே சார்ந்திருக்கும் அது.",கோலத் தனிக்கொம்பர் உம்பர்புக்(கு) அ·தே குறைப்பவர்தம்,சீலத் தன்கொங்கை தேற்றகி லேம்சிவன் தில்லையன்னாள்,நூலொத்த நேரிடை நொய்ம்மையெண் ணாதுநுண் தேன்நசையால்,சாலத் தகாதுகண் டீர்வண்டு காள்கொண்டை சார்வதுவே. .. 45,கோலத் தனிக்கொம்பர் உம்பர்புக்(கு) அ·தே குறைப்பவர்தம்,சீலத் தன்கொங்கை தேற்றகி லேம்சிவன் தில்லையன்னாள்,நூலொத்த நேரிடை நொய்ம்மையெண் ணாதுநுண் தேன்நசையால்,சாலத் தகாதுகண் டீர்வண்டு காள்கொண்டை சார்வதுவே. .. 45
46,2,களவு,பாங்கற் கூட்டம்,இன்றியமையாமை கூறல்,,வென்றி வேலவன் மெல்லி யல்தனக்(கு)இன்றியமை யாமை எடுத்து ரைத்தது.," கண்டால் விட்டு நீங்குதற்கரிய அழகிய சீபாதங்களையுடைய திருச்சிற்றம்பலநாதன் அவனுடைய மிக்க தெய்வலோகமும் வளைந்த பெரிய கடலால் சூழப்பெற்ற பூலோகமும் பெறினும் நான் மறக்கப்படாது, தீங்கரும்பு, அமிழ்து, செழுந்தேன் இவற்றைப் பரிகரித்துக் கொண்டு வடிவினால் பொற் செப்பையும் கோங்கரும்பையும் தோற்பித்து என்னையும் வசமாக்கிக் கொண்ட கொங்கைகளை.",நீங்கரும் பொற்கழல் சிற்றம் பலவர் நெடுவிசும்பும்,வாங்கிருந் தெண்கடல் வையமும் எய்தினும் யான்மறவேன்,தீங்ரும் பும்அமிழ் துஞ்செழுந் தேனும் பொதிந்துசெப்பும்,கோங்கரும் பும்தொலைத்(து) என்னையும் ஆட்கொண்ட கொங்கைகளே. 46,நீங்கரும் பொற்கழல் சிற்றம் பலவர் நெடுவிசும்பும்,வாங்கிருந் தெண்கடல் வையமும் எய்தினும் யான்மறவேன்,தீங்ரும் பும்அமிழ் துஞ்செழுந் தேனும் பொதிந்துசெப்பும்,கோங்கரும் பும்தொலைத்(து) என்னையும் ஆட்கொண்ட கொங்கைகளே. 46
47,2,களவு,பாங்கற் கூட்டம்,ஆயத்து உய்த்தல்,,தேங்கமழ் சிலம்பன் பாங்கிற் கூட்டியது., தேவர்களுக்கு முடி மணியாய் உள்ளவன் பொழில் சுற்றிய சிதம்பரத்தின் இயல்பை உடையாட்டு (நினக்கு) என்னுடைய பெறுதற்கரிய உயிர் வசமாகி விட்டது. பெறுதற்கரிய அமுதே போல்வாய் தெய்வமாக நிற்பாய். துளைக்கப்படாத இரத்தினத்தை யொப்பாய். நோக்கத்தால் மான்பிணைக்கு ஒப்பாய். இனிப் பல சொல்லுவது என்னை? செறிந்த நாட் செவ்வி மலரால் மிக்க சோலையிடத்தே. அழகிய கூட்டத்தாரிடத்தே சேர்வாயாக.,சூளா மணியும்பர்க்(கு) ஆயவன் சூழ்பொழில் தில்லையன்னாய்க்(கு),ஆளா ஒழிந்ததென் ஆருயிர் ஆரமிழ் தேஅணங்கே,தோளா மணியே பிணையே பலசொல்லி என்னைதுன்னும்,நாளார் மலர்பொழில் வாய்எழில் ஆயம் நணுகுகவே. .. 47,சூளா மணியும்பர்க்(கு) ஆயவன் சூழ்பொழில் தில்லையன்னாய்க்(கு),ஆளா ஒழிந்ததென் ஆருயிர் ஆரமிழ் தேஅணங்கே,தோளா மணியே பிணையே பலசொல்லி என்னைதுன்னும்,நாளார் மலர்பொழில் வாய்எழில் ஆயம் நணுகுகவே. .. 47
48,2,களவு,பாங்கற் கூட்டம்,நின்று வருந்தல்,,பாங்கிற் கூட்டிப் பதிவயின் பெயர்வோன்நீங்கற்(கு) அருமை நின்று நினைந்தது., (விட்டு நீங்கினால்) பொய்யன்பு பூண்டவர்க்கு மகாதேவர் அகன்றாற் போல அகலா நிற்கும். அணைந்தால் மெய்யன்பு உடையவர்க்கு அவன் அம்பலம் போல மிகவும் அணுகா நிற்கும். மை எழுதப்பட்ட ஒளி சிறந்த கண்ணினையும் முத்து மணி அணியப்பட்டு ஆபரணங்களாற் சிறந்த முலையினையும் பிரகாசம் செய்த நெற்றியினையும் உடைய பெரிய படத்தையுடைய ஒளிபொருந்திய அரவம் போன்ற அலகுலினையுடைய அவள் காலை பச்சென்று பொலிவுடைத்தாகிய புனம் இப்படிச் செய்யா நின்றது. ,பொய்யுடை யார்க்(கு)அரன் போல்அக லும்மகன் றாற்புணரின்,மெய்யுடை யார்க்கவன் அம்பலம் போல மிகநணுகும்,மையுடை வாட்கண் மணியுடைப் பூண்முலை வாணுதல்வான்,பையுரை வாளர வத்(து) அல்குல் காக்கும்பைம் பூம்புனமே. 48,பொய்யுடை யார்க்(கு)அரன் போல்அக லும்மகன் றாற்புணரின்,மெய்யுடை யார்க்கவன் அம்பலம் போல மிகநணுகும்,மையுடை வாட்கண் மணியுடைப் பூண்முலை வாணுதல்வான்,பையுரை வாளர வத்(து) அல்குல் காக்கும்பைம் பூம்புனமே. 48
49,3,களவு,இடந்தலைப்பாடு,பொழிலிடைச் சேறல்,,ஐயரிக் கண்ணியை ஆடிடத் தேசென்(று)எய்துவன் எனநினைந்(து) ஏந்தல் சென்றது.," முன்பு நான் இது வேண்டுமென்ன என்னுடைய நினைவினால் வந்தது ஒன்றன்று; இன்னமும் நான் உற்சாயித்தால் நிலைபெற்ற இந்நெறியைத் தந்த தெய்வம் இருந்தது. ஆதலால் நெஞ்சமே, நீ வருந்ததாதே கொள்; ஒளியுடைத்தாகிய நெறித்த சிவந்த திருச்சடையினையுடைய கூத்தனாகிய சுவாமி இணை இல்லாத திருஅம்பலத்தைச் சூழ்ந்த கடலிடத்துப் பொன் கொழிக்கப்பட்ட நீண்ட துறையுடைத்தாகிய (இடத்தே) மின்னை அடைந்த கா இடத்தே சென்று இன்னும் உற்சாயிக்கக் கடவேன்.",என்னறி வால்வந்த(து) அன்றிது முன்னும்இன் னும் முயன்றால்,மன்னெறி தந்த(து) இருந்தன்று தெய்வம் வருந்தல் நெஞ்சே,மின்எறி செஞ்சடைக் கூத்தப் பிரான்வியன் தில்லைமுந்நீர்,பொன்னெறி வார்துறை வாய்ச்சென்று மின்தோய் பொழிலிடத்தே. .. 49,என்னறி வால்வந்த(து) அன்றிது முன்னும்இன் னும் முயன்றால்,மன்னெறி தந்த(து) இருந்தன்று தெய்வம் வருந்தல் நெஞ்சே,மின்எறி செஞ்சடைக் கூத்தப் பிரான்வியன் தில்லைமுந்நீர்,பொன்னெறி வார்துறை வாய்ச்சென்று மின்தோய் பொழிலிடத்தே. .. 49
